"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HI9DK226","journalArticle","2010","Konar, Yaroslav; Bennett, Patrick J.; Sekuler, Allison B.","Holistic Processing Is Not Correlated With Face-Identification Accuracy","Psychological Science","","","10.1177/0956797609356508","https://doi.org/10.1177/0956797609356508","The current study tested the widespread assumption that holistic processing is important for the identification of upright faces. In two experiments, we show that (a) there are large individual differences in the magnitude of the composite face effect and face-identification accuracy and (b) the correlation between the magnitude of the composite face effect and face-identification accuracy is essentially zero. These findings are inconsistent with the claim that holistic processing, as indexed by the composite face effect, significantly influences accuracy in a face-identification task.","2010","2024-09-24 22:01:40","2024-09-24 22:14:39","","38–43","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609356508 PMID:20424020","","/Users/Ian-Hussey/Zotero/storage/XGCG43HF/Konar et al. - 2010 - Holistic Processing Is Not Correlated With Face-Id.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEC3Z6BL","journalArticle","2010","Krizan, Zlatan; Miller, Jeffrey C.; Johar, Omesh","Wishful Thinking in the 2008 U.S. Presidential Election","Psychological Science","","","10.1177/0956797609356421","https://doi.org/10.1177/0956797609356421","In elections, political preferences are strongly linked to the expectations of the electoral winner—people usually expect their favorite candidate to win. This link could be driven by wishful thinking (a biasing influence of preferences), driven by a biasing influence of expectations on one’s wishes, or produced spuriously. To examine these competing possibilities in the 2008 U.S. presidential election, a longitudinal study assessed uncommitted young voters’ electoral expectations and preferences over four time points during the month before the election. The findings indicated clear support for wishful thinking: Over time, people’s preferences shaped their expectations, but the reverse was not the case. Moreover, these relations were larger among those more strongly identified with their political party and held even when perceptions of general candidate popularity were taken into account. Finally, changes in electoral expectations were consequential, as they shaped disappointment in the electoral results even after taking candidate preferences into account.","2010","2024-09-24 22:01:41","2024-09-24 22:14:35","","140–146","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609356421 PMID:20424035","","/Users/Ian-Hussey/Zotero/storage/D6QNS3KX/Krizan et al. - 2010 - Wishful Thinking in the 2008 U.S. Presidential Ele.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JBPFQ56","journalArticle","2010","Lambert, Nathaniel M.; Fincham, Frank D.; Stillman, Tyler F.; Graham, Steven M.; Beach, Steven R. H.","Motivating Change in Relationships: Can Prayer Increase Forgiveness?","Psychological Science","","","10.1177/0956797609355634","https://doi.org/10.1177/0956797609355634","The objective of the current studies was to test whether praying for a relationship partner would increase willingness to forgive that partner. In Study 1 (N = 52), participants assigned to pray for their romantic partner reported greater willingness to forgive that partner than those who described their partner to an imagined parent. In Study 2 (N = 67), participants were assigned to pray for a friend, pray about any topic, or think positive thoughts about a friend every day for 4 weeks. Those who prayed for their friend reported greater forgiveness for their friend than did those in the other two conditions, even when we controlled for baseline forgiveness scores. Participants who prayed for their friend also increased in selfless concern during the 4 weeks, and this variable mediated the relationship between experimental condition and increased forgiveness. Together, these studies provide an enhanced understanding of the relationship benefits of praying for a partner and begin to identify potential mediators of the effect.","2010","2024-09-24 22:01:41","2024-09-24 22:14:31","","126–132","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609355634 PMID:20424033","","/Users/Ian-Hussey/Zotero/storage/QVXU4LWP/Lambert et al. - 2010 - Motivating Change in Relationships Can Prayer Inc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A9I5FSR","journalArticle","2010","Litt, Ab; Khan, Uzma; Shiv, Baba","Lusting While Loathing: Parallel Counterdriving of Wanting and Liking","Psychological Science","","","10.1177/0956797609355633","https://doi.org/10.1177/0956797609355633","We show how being “jilted”—that is, being thwarted from obtaining a desired outcome—can concurrently increase desire to obtain the outcome, but reduce its actual attractiveness. Thus, people can come to both want something more and like it less. Two experiments illustrate such disjunctions following jilting experiences. In Experiment 1, participants who failed to win a prize were willing to pay more for it than those who won it, but were also more likely to trade it away when they ultimately obtained it. In Experiment 2, failure to obtain an expected reward led to increased choice, but also negatively biased evaluation, of an item that was merely similar to that reward. Such disjunctions were exhibited particularly by individuals low in intensity of felt affect, a finding supporting an emotional basis for relative harmonization of wanting and liking. These results demonstrate how dissociable psychological subsystems for wanting and liking can be driven in opposing directions.","2010","2024-09-24 22:01:41","2024-09-24 22:14:27","","118–125","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609355633 PMID:20424032","","/Users/Ian-Hussey/Zotero/storage/QJ7XHAW4/Litt et al. - 2010 - Lusting While Loathing Parallel Counterdriving of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXZPI3G4","journalArticle","2010","Makin, Tamar R.; Wilf, Meytal; Schwartz, Isabella; Zohary, Ehud","Amputees “Neglect” the Space Near Their Missing Hand","Psychological Science","","","10.1177/0956797609354739","https://doi.org/10.1177/0956797609354739","","2010","2024-09-24 22:01:41","2024-09-24 22:14:25","","55–57","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609354739 PMID:20424023","","/Users/Ian-Hussey/Zotero/storage/DJAZFKRD/Makin et al. - 2010 - Amputees “Neglect” the Space Near Their Missing Ha.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAB9G59S","journalArticle","2010","Racsmány, Mihály; Conway, Martin A.; Demeter, Gyula","Consolidation of Episodic Memories During Sleep: Long-Term Effects of Retrieval Practice","Psychological Science","","","10.1177/0956797609354074","https://doi.org/10.1177/0956797609354074","Two experiments investigated the long-term effects of retrieval practice. In the retrieval-practice procedure, selected items from a previously studied list are repeatedly recalled. The typical retrieval-practice effects are considerably enhanced memory for practiced items accompanied by low levels of recall, relative to baseline, for previously studied items that are associated with the practiced items but were not themselves practiced. The two experiments demonstrated that the former effect persisted over 12 hr; the latter effect also persisted over 12 hr, but only if a period of nocturnal sleep occurred during the retention interval. We propose that consolidation processes occurring during sleep, and possibly featuring some form of off-line rehearsal, mediate these long-term effects of retrieval practice.","2010","2024-09-24 22:01:41","2024-09-24 22:14:23","","80–85","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609354074 PMID:20424027","","/Users/Ian-Hussey/Zotero/storage/KJ6JW9I7/Racsmány et al. - 2010 - Consolidation of Episodic Memories During Sleep L.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EV6XFNZ","journalArticle","2010","Sackett, Aaron M.; Meyvis, Tom; Nelson, Leif D.; Converse, Benjamin A.; Sackett, Anna L.","You’re Having Fun When Time Flies: The Hedonic Consequences of Subjective Time Progression","Psychological Science","","","10.1177/0956797609354832","https://doi.org/10.1177/0956797609354832","Seven studies tested the hypothesis that people use subjective time progression in hedonic evaluation. When people believe that time has passed unexpectedly quickly, they rate tasks as more engaging, noises as less irritating, and songs as more enjoyable. We propose that felt time distortion operates as a metacognitive cue that people implicitly attribute to their enjoyment of an experience (i.e., time flew, so the experience must have been fun). Consistent with this attribution account, the effects of felt time distortion on enjoyment ratings were moderated by the need for attribution, the strength of the “time flies” naive theory, and the presence of an alternative attribution. These findings suggest a previously unexplored process through which subjective time progression can influence the hedonic evaluation of experiences.","2010","2024-09-24 22:01:41","2024-09-24 22:14:21","","111–117","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609354832 PMID:20424031","","/Users/Ian-Hussey/Zotero/storage/RI5PVP5U/Sackett et al. - 2010 - You’re Having Fun When Time Flies The Hedonic Con.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STJKNACC","journalArticle","2010","Sayette, Michael A.; Schooler, Jonathan W.; Reichle, Erik D.","Out for a Smoke: The Impact of Cigarette Craving on Zoning Out During Reading","Psychological Science","","","10.1177/0956797609354059","https://doi.org/10.1177/0956797609354059","Cigarette craving has powerful effects on cognitive functioning, which may promote smoking behavior and relapse. One area of cognition that has had little impact on craving research is human consciousness. Developments in consciousness research using a mindless-reading paradigm permit examination of the effects of craving on both the occurrence and the awareness of mental lapses. Forty-four smokers, who were either nicotine deprived (crave condition) or nondeprived (low-crave condition), performed a mindless-reading task. This task assesses both self-caught and probe-caught mind-wandering episodes to distinguish between lapses that are within and outside of awareness. Compared with the low cravers, those in the cigarette-crave condition were significantly more likely to acknowledge that their mind was wandering when they were probed. When we adjusted for this more-than-threefold increase in zoning out, craving also lowered the probability of catching oneself. Results suggest that craving simultaneously increases mental lapses while reducing the metacognitive capacity to notice them.","2010","2024-09-24 22:01:41","2024-09-24 22:14:18","","26–30","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609354059 PMID:20424018","","/Users/Ian-Hussey/Zotero/storage/RCZEHMCU/Sayette et al. - 2010 - Out for a Smoke The Impact of Cigarette Craving o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3TTB6Z9","journalArticle","2010","Taylor, Shelley E.; Saphire-Bernstein, Shimon; Seeman, Teresa E.","Are Plasma Oxytocin in Women and Plasma Vasopressin in Men Biomarkers of Distressed Pair-Bond Relationships?","Psychological Science","","","10.1177/0956797609356507","https://doi.org/10.1177/0956797609356507","Young adults in couple (pair-bond) relationships reported on the positive and negative aspects of their relationships and had blood drawn and assayed for oxytocin and vasopressin. Elevated plasma oxytocin was associated with distress in the pair-bond relationship for women, but not for men. Vasopressin, which is closely related to oxytocin in molecular structure and significantly related to male pair-bond behavior in animal studies, was elevated in men experiencing distress in the pair-bond relationship, but not in women. Controlling for estradiol and testosterone did not alter these findings. We conclude that plasma oxytocin in women and plasma vasopressin in men may be biomarkers of distressed pair-bond relationships.","2010","2024-09-24 22:01:41","2024-09-24 22:14:15","","3–7","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609356507 PMID:20424014","","/Users/Ian-Hussey/Zotero/storage/PHFN6NMI/Taylor et al. - 2010 - Are Plasma Oxytocin in Women and Plasma Vasopressi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYVDZDKR","journalArticle","2010","Walker, Peter; Bremner, J. Gavin; Mason, Uschi; Spring, Jo; Mattock, Karen; Slater, Alan; Johnson, Scott P.","Preverbal Infants’ Sensitivity to Synaesthetic Cross-Modality Correspondences","Psychological Science","","","10.1177/0956797609354734","https://doi.org/10.1177/0956797609354734","Stimulation of one sensory modality can induce perceptual experiences in another modality that reflect synaesthetic correspondences among different dimensions of sensory experience. In visual-hearing synaesthesia, for example, higher pitched sounds induce visual images that are brighter, smaller, higher in space, and sharper than those induced by lower pitched sounds. Claims that neonatal perception is synaesthetic imply that such correspondences are an unlearned aspect of perception. To date, the youngest children in whom such correspondences have been confirmed with any certainty were 2- to 3-year-olds. We examined preferential looking to assess 3- to 4-month-old preverbal infants’ sensitivity to the correspondences linking auditory pitch to visuospatial height and visual sharpness. The infants looked longer at a changing visual display when this was accompanied by a sound whose changing pitch was congruent, rather than incongruent, with these correspondences. This is the strongest indication to date that synaesthetic cross-modality correspondences are an unlearned aspect of perception.","2010","2024-09-24 22:01:41","2024-09-24 22:14:12","","21–25","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609354734 PMID:20424017","","/Users/Ian-Hussey/Zotero/storage/F8GTUQ33/Walker et al. - 2010 - Preverbal Infants’ Sensitivity to Synaesthetic Cro.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNWBGAA9","journalArticle","2010","Willems, Roel M.; Boer, Miriam de; Ruiter, Jan Peter de; Noordzij, Matthijs L.; Hagoort, Peter; Toni, Ivan","A Dissociation Between Linguistic and Communicative Abilities in the Human Brain","Psychological Science","","","10.1177/0956797609355563","https://doi.org/10.1177/0956797609355563","Although language is an effective vehicle for communication, it is unclear how linguistic and communicative abilities relate to each other. Some researchers have argued that communicative message generation involves perspective taking (mentalizing), and—crucially—that mentalizing depends on language. We employed a verbal communication paradigm to directly test whether the generation of a communicative action relies on mentalizing and whether the cerebral bases of communicative message generation are distinct from parts of cortex sensitive to linguistic variables. We found that dorsomedial prefrontal cortex, a brain area consistently associated with mentalizing, was sensitive to the communicative intent of utterances, irrespective of linguistic difficulty. In contrast, left inferior frontal cortex, an area known to be involved in language, was sensitive to the linguistic demands of utterances, but not to communicative intent. These findings show that communicative and linguistic abilities rely on cerebrally (and computationally) distinct mechanisms.","2010","2024-09-24 22:01:41","2024-09-24 22:14:10","","8–14","","1","21","","","","","","","","","","","","","","","","","_eprint: https://doi.org/10.1177/0956797609355563 PMID:20424015","","/Users/Ian-Hussey/Zotero/storage/MDVI6EYP/Willems et al. - 2010 - A Dissociation Between Linguistic and Communicativ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
